 id  |                                     name                                     | contactid |          officename          
 314 | Lesmurdie Falls                                                              |           | 
 319 | Long Point Campsite                                                          |           | 
 321 | Lucky Bay campground                                                         |           | 
 322 | Ludlow                                                                       |           | 
 324 | Lyalls Mill Campsite                                                         |           | 
 325 | Lyalls Mill Group Campsite                                                   |           | 
 326 | Mammoth Cave                                                                 |           | 
 339 | Margaret River                                                               |           | 
 340 | Margaret River - Rivermouth                                                  |           | 
 342 | Marrinup                                                                     |           | 
 343 | Martins Tank Campground                                                      |           | 
 345 | Mazzoletti Beach                                                             |           | 
 353 | Moingup Springs Campground- Stirling Range National Park                     |           | 
 354 | Monadnocks Campsite                                                          |           | 
 356 | Mornington Road                                                              |           | 
 358 | Mount Chance Campsite                                                        |           | 
 359 | Mount Cooke Campsite                                                         |           | 
 360 | Mount Dale Campsite                                                          |           | 
 364 | Mount Hassell                                                                |           | 
 366 | Mount Manning Nature Reserve-30.241864889916346, 119.640024393532            |           | 
 367 | Mount Manning Range Nature Reserve                                           |           | 
 372 | Mount Wells Campsite                                                         |           | 
 373 | Mt Chance Campsite                                                           |           | 
 374 | Mt Clare Campsite                                                            |           | 
 375 | Mt Cooke Campsite                                                            |           | 
 376 | Mt Cooke Group Campsite                                                      |           | 
 377 | Mt Dale                                                                      |           | 
 378 | Mt Dale Campsite                                                             |           | 
 383 | Mt Lennard Trails                                                            |           | 
 385 | Mt Lindsay National Park                                                     |           | 
 386 | Mt Manning                                                                   |           | 
 388 | Mt Roe National Park                                                         |           | 
 389 | Mt Wells Campsite                                                            |           | 
 391 | Munda Biddi Pemberton                                                        |           | 
 395 | Munda Biddi Trail - Jarrahwood                                               |           | 
 398 | Munda Biddi Trail - West of Denmark                                          |           | 
 401 | Munda Biddi Trail Collie                                                     |           | 
 405 | Munda Biddi Trail Dwellingup                                                 |           | 
 408 | Munda Biddi Trail Jarrahdale                                                 |           | 
 421 | Munda Biddi Trail North Dandalup                                             |           | 
 425 | Munda Biddi Trail Quinninup                                                  |           | 
 428 | Munda Biddi Trail Walpole to Denmark map 8a and 8b                           |           | 
 429 | Munda Biddi Trail Willowdale                                                 |           | 
 433 | Mungalup Road                                                                |           | 
 434 | Murray Campsite                                                              |           | 
 436 | Murray Valley mountain bike trails                                           |           | 
 437 | Murray Valley Trails                                                         |           | 
 439 | Muttonbird Campsite                                                          |           | 
 445 | Nanga Road Bridge                                                            |           | 
 450 | Nelson Road, Shannon National Park                                           |           | 
 451 | Nerang Campsite                                                              |           | 
 453 | Newells Road and carpark                                                     |           | 
 454 | Newells Road and parking area                                                |           | 
 456 | Ngamoowalem Conservation Park                                                |           | 
 460 | Ningaloo Marine Park                                                         |           | 
 461 | Noggerup Campsite                                                            |           | 
 468 | Nullaki Campsite                                                             |           | 
 471 | Nuytsland Nature Reserve                                                     |           | 
 481 | Palgarup State Forest                                                        |           | 
 483 | Parry Beach                                                                  |           | 
 484 | Parry Inlet - Denmark                                                        |           | 
 486 | Peaceful Bay                                                                 |           | 
 488 | penguin hangout                                                              |           | 
 498 | Pile Road                                                                    |           | 
 500 | Pinjar Motorcycle Area                                                       |           | 
 505 | Point Road Campsite                                                          |           | 
 508 | Possum Springs Campsite                                                      |           | 
 518 | Purnululu Conservation Reserve                                               |           | 
 519 | Quarram Nature Reserve                                                       |           | 
 520 | Rame Head Campsite                                                           |           | 
 526 | Redgate Beach                                                                |           | 
 537 | Sandpatch Campsite                                                           |           | 
 539 | Schafer Campsite                                                             |           | 
 545 | Serpentine National Park                                                     |           | 
 554 | Snottygobble Loop, Grass Tree Hollow and Goblin Swamp                        |           | 
 559 | State Forest 65                                                              |           | 
 563 | Stirling Range National Park                                                 |           | 
 570 | Stony Hill                                                                   |           | 
 572 | Swamp Oak Campsite                                                           |           | 
 575 | Swan Coastal Plains Walk Trail                                               |           | 
 577 | Swan River                                                                   |           | 
 581 | The Summit Trail, Mount Augustus National Park                               |           | 
 587 | Tom Road Campsite                                                            |           | 
 588 | Tone Perup Nature Reseerve                                                   |           | 
 591 | Torbay Campsite                                                              |           | 
 592 | Torbay Inlet                                                                 |           | 
 595 | Tourism Awards WA 2018                                                       |           | 
 601 | Upper Swan River                                                             |           | 
 605 | Victoria Rock Nature Reserve                                                 |           | 
 609 | Waalegh Campsite                                                             |           | 
 610 | Wadandi Track (Engine Road)                                                  |           | 
 621 | Warren Campsite                                                              |           | 
 624 | Warroora south access road                                                   |           | 
 626 | Waterous Loop Trail                                                          |           | 
 628 | Weld State Forest, Mount Frankland National Park                             |           | 
 630 | Wellington Dam                                                               |           | 
 633 | West Cape Howe Campsite                                                      |           | 
 634 | West Swan                                                                    |           | 
 635 | Westralia Conservation Park                                                  |           | 
 638 | White Horse Hill Campsite                                                    |           | 
 639 | White Horse Hills Campsite                                                   |           | 
 640 | Wiilman Bilya Trail                                                          |           | 
 644 | William Bay Campsite                                                         |           | 
 645 | Wilman Bilya - Connell Rd                                                    |           | 
 646 | Wilman Bilya - Ferguson Rd                                                   |           | 
 649 | Wiltshire-Butler National Park                                               |           | 
 656 | Woolbales Campsite                                                           |           | 
 660 | Yabberup Campsite                                                            |           | 
 664 | Yallingup Beach Road                                                         |           | 
 667 | Yanmah and Wheatley                                                          |           | 
 668 | Year 1 Trail, Murray Valley Mountain Bike Trails                             |           | 
 548 | Shell Beach                                                                  |        24 | Denham
 549 | Shelter Bay Campground                                                       |        24 | Denham
 555 | Solitary - Dwellingup Mountain Bike Trail                                    |        20 | Mundaring
 556 | South East Nannup State Forest                                               |        17 | Kalgoorlie
 561 | Steep Point Campground                                                       |        24 | Denham
 578 | Tathra                                                                       |        16 | Jurien Bay
 579 | Ten Mile Brook Dam                                                           |         5 | Busselton
 596 | Tuart Forest                                                                 |         5 | Busselton
 599 | Turquoise Bay                                                                |         8 | Milyering Visitor Centre
 603 | Victoria Dam Reservoir                                                       |        20 | Mundaring
 604 | Victoria Rock                                                                |        17 | Kalgoorlie
 611 | Walarra Mindi (Mt Hart)                                                      |         4 | Broome
 613 | Walpole and Nornalup Inlets                                                  |        26 | Walpole
 618 | Wanagarren Nature Reserve                                                    |        16 | Jurien Bay
 619 | Wandoo                                                                       |        20 | Mundaring
 631 | Wellington National Park                                                     |        13 | Collie
 637 | Whicher                                                                      |         5 | Busselton
 642 | Wilga State Forest                                                           |         5 | Busselton
 648 | Wiltshire-Butler                                                             |         5 | Busselton
 653 | Wooditjup                                                                    |         5 | Busselton
 670 | Yelverton                                                                    |         5 | Busselton
(673 rows)

